x_1,x_2,y
1.874719984723375275e-03,1.004461071612687030e-02,1.0
3.808847082599917870e-04,3.333856891259972394e-02,0.0
3.087937714859823914e-03,1.757504865740452948e-02,1.0
1.680480611876477258e-03,8.869341373456648622e-03,1.0
8.702430303119930780e-04,5.034740738682897190e-03,1.0
2.081126856443927912e-03,1.048168463749586145e-02,1.0
6.869103305679721870e-04,6.352015631442926857e-02,0.0
7.862298239742473906e-04,5.971652065424991329e-02,0.0
8.644404133267554824e-04,8.184302695353530555e-02,0.0
7.724647234712442257e-04,4.393322967506831447e-03,1.0
5.800646116999942951e-04,5.357066301246968948e-02,0.0
1.699011750156929901e-03,1.485606316944513838e-01,0.0
1.522243851226623207e-03,6.771293177624163051e-03,1.0
2.467847748829166219e-03,1.510204382912898324e-02,1.0
8.664463756805181526e-04,7.600920292383421539e-02,0.0
6.840042384908122690e-04,6.181874141322915572e-02,0.0
1.361652945992234721e-03,1.381651151429721391e-01,0.0
1.877554261835045644e-03,2.278224925572520931e-01,0.0
1.416591955824249424e-03,6.484934789331327221e-03,1.0
9.872799046282414344e-04,4.564313034680451617e-03,1.0
7.002724095820381462e-04,6.346746318101514905e-02,0.0
1.100194095563255745e-03,5.625302821680827972e-03,1.0
2.166526699832394074e-03,1.341885478444815663e-02,1.0
5.853392485801759077e-04,6.672934150366742478e-02,0.0
9.081291237468198984e-04,3.949112973284609439e-03,1.0
9.847542970308571699e-04,6.041374940080685568e-03,1.0
1.453392240508672405e-03,8.971322967095249692e-03,1.0
1.307390260689138316e-03,8.990621165045146676e-03,1.0
5.956717215873466066e-04,4.157974039126317856e-02,0.0
1.277479813575661685e-03,6.583815543095865828e-03,1.0
1.949759145706190296e-03,1.061020274484783706e-02,1.0
5.745778476173075576e-04,2.919934966912269766e-03,1.0
1.847814462417434129e-03,1.577057912753359326e-01,0.0
8.927048890472486040e-04,8.475024918516821382e-02,0.0
8.825151955712649690e-04,8.433797666124140391e-02,0.0
2.621300441848380385e-03,1.439104239105448192e-02,1.0
1.756548594725036499e-03,9.930559320991476716e-03,1.0
1.789020896782865739e-03,8.531083234791203909e-03,1.0
1.207023935752598448e-03,6.331799489963282554e-03,1.0
3.874506067359093564e-04,3.818264889745492940e-02,0.0
5.201611993593254846e-04,4.339113356609131111e-02,0.0
1.253497156577351680e-03,1.089737622829198005e-01,0.0
2.705046690214866177e-03,1.539152371176662551e-02,1.0
7.805429355148739640e-04,7.626799565819292193e-02,0.0
8.348879960352401574e-04,4.736191702375333948e-03,1.0
1.635309984691173590e-03,8.485034768193589275e-03,1.0
1.329182123582391432e-03,5.237997928102028702e-03,1.0
8.981549912168908679e-04,4.098034584793659209e-03,1.0
4.705162614194590299e-04,2.469151248293559916e-03,1.0
1.342248826760708818e-03,7.864386832794230398e-03,1.0
1.085649796047351897e-03,5.923756516703143453e-03,1.0
1.440830687224977594e-03,6.727198931837547434e-03,1.0
1.330324268145680489e-03,1.285473740158524503e-01,0.0
1.886956692685310983e-03,1.561279101762733934e-01,0.0
3.869862234230964006e-04,2.248619898198580061e-03,1.0
2.834572056955391838e-03,1.847238894934104605e-02,1.0
1.310503546578424203e-03,6.839611479832322094e-03,1.0
1.876179100817154059e-03,8.461312829832378507e-03,1.0
1.339790897973375120e-03,8.165829482742284831e-03,1.0
6.684562767293181695e-04,2.582785593742814231e-03,1.0
1.772175617065395708e-03,9.883253903276580099e-03,1.0
1.457982026994429723e-03,7.718002632690752936e-03,1.0
8.697514213282765087e-04,8.707761802003843865e-02,0.0
8.019570137363900156e-04,6.532815691040190498e-02,0.0
1.525330302164471918e-03,6.834450479515480868e-03,1.0
7.609703062021788743e-04,5.804217789430873159e-02,0.0
6.932485671673228054e-04,3.195985869700079893e-03,1.0
9.093894701892088874e-04,6.451038025579043655e-02,0.0
5.110101715730745427e-04,3.852721667260868010e-02,0.0
8.809241622537397924e-04,6.789314576639732257e-02,0.0
1.471671785881142414e-03,9.969869848329556902e-03,1.0
2.162821530414572608e-03,1.286204893081023884e-02,1.0
2.358895025559572863e-03,1.527672795796919739e-02,1.0
3.094728593366319769e-03,2.514648393704517482e-02,1.0
6.388266138749816624e-04,4.978941465898173435e-02,0.0
7.670342079062524238e-04,6.493058841926747926e-02,0.0
1.287231528978358954e-03,7.339956899707337189e-03,1.0
1.012708014270443518e-03,4.980672404863664519e-03,1.0
1.708260509726465103e-03,8.809221422583482855e-03,1.0
2.406421260465453626e-03,1.439150126750357583e-02,1.0
7.954373441059111585e-04,6.182322371326942623e-02,0.0
2.052693038086010006e-03,1.914491603053430357e-01,0.0
8.294142827277610139e-04,6.875732400539996680e-02,0.0
